"timestamp","device_id","device_type","protocol","packet_rate","byte_rate","error_rate","temperature","cpu_usage","memory_usage","latency","command_freq","packet_rate_change","byte_rate_change","cpu_temp_ratio","avg_latency_5s","high_latency_flag","attack_type","label"
2025-10-31 13:15:00,"IIOT_5","Sensor","Modbus",131,1321,0.087,26.5,37.7,53.7,111,2,-14,495,1.42,103.8,0,"Normal",0
2025-10-31 13:20:00,"IIOT_1","Sensor","Modbus",196,1932,0.033,25.2,27.7,48.9,69,5,65,611,1.1,92.4,0,"Normal",0
2025-10-31 13:25:00,"IIOT_7","Sensor","MQTT",133,3822,0.052,37.8,49.3,69,126,6,-63,1890,1.3,99.6,0,"Normal",0
2025-10-31 13:30:00,"IIOT_9","Actuator","MQTT",152,2414,0.061,32.6,27,40,113,2,19,-1408,0.83,97.6,0,"Normal",0
2025-10-31 13:35:00,"IIOT_7","Actuator","Modbus",167,2421,0.073,28.9,23,36.3,86,5,15,7,0.8,101,0,"Data Injection",1
2025-10-31 13:40:00,"IIOT_1","Actuator","HTTP",169,1058,0.088,31.3,27.1,51.1,76,5,2,-1363,0.87,94,0,"Normal",0
2025-10-31 13:45:00,"IIOT_7","Sensor","MQTT",130,2353,0.058,25.9,67.8,83.8,126,3,-39,1295,2.62,105.4,0,"Normal",0
2025-10-31 13:50:00,"IIOT_7","Sensor","MQTT",129,2302,0.065,34.2,50.3,52.9,102,7,-1,-51,1.47,100.6,0,"DoS",1
2025-10-31 13:55:00,"IIOT_3","Controller","Modbus",208,1307,0.07,30.1,58.8,39.7,66,4,79,-995,1.95,91.2,0,"Normal",0
2025-10-31 14:00:00,"IIOT_1","Actuator","MQTT",103,1356,0.098,31.6,25.3,53.8,90,7,-105,49,0.8,92,0,"Normal",0
2025-10-31 14:05:00,"IIOT_1","Actuator","MQTT",193,877,0.092,30.7,74,30,67,8,90,-479,2.41,90.2,0,"Normal",0
2025-10-31 14:10:00,"IIOT_6","Actuator","Modbus",151,2372,0.014,41,35.7,83.1,85,9,-42,1495,0.87,82,0,"Normal",0
2025-10-31 14:15:00,"IIOT_5","Actuator","HTTP",74,1711,0.09,25.2,80.5,55.5,38,10,-77,-661,3.19,69.2,0,"Data Injection",1
2025-10-31 14:20:00,"IIOT_4","Actuator","Modbus",143,1623,0.039,28.1,30.1,62.6,146,8,69,-88,1.07,85.2,0,"MITM",1
2025-10-31 14:25:00,"IIOT_4","Actuator","MQTT",160,2093,0.028,30.3,89.8,71.4,127,4,17,470,2.96,92.6,0,"DoS",1
2025-10-31 14:30:00,"IIOT_7","Actuator","HTTP",96,2243,0.031,32.6,75.5,47.1,59,6,-64,150,2.32,91,0,"DoS",1
2025-10-31 14:35:00,"IIOT_6","Controller","Modbus",56,1908,0.041,34.8,88,76.5,135,4,-40,-335,2.53,101,0,"Normal",0
2025-10-31 14:40:00,"IIOT_2","Sensor","Modbus",82,1333,0.092,25.7,38.6,80.5,171,10,26,-575,1.5,127.6,1,"Normal",0
2025-10-31 14:45:00,"IIOT_9","Actuator","Modbus",154,3156,0.053,30.3,37.9,57.3,124,7,72,1823,1.25,123.2,0,"DoS",1
2025-10-31 14:50:00,"IIOT_10","Actuator","Modbus",126,3334,0.003,43.1,28.7,51.6,157,9,-28,178,0.67,129.2,1,"Normal",0
2025-10-31 14:55:00,"IIOT_2","Sensor","MQTT",178,2734,0.071,33.1,36.1,69.2,94,9,52,-600,1.09,136.2,0,"DoS",1
2025-10-31 15:00:00,"IIOT_5","Actuator","Modbus",123,1045,0.014,29.9,51.3,71.2,68,1,-55,-1689,1.72,122.8,0,"Normal",0
2025-10-31 15:05:00,"IIOT_8","Sensor","HTTP",138,2839,0.078,28.5,39.9,33.8,125,4,15,1794,1.4,113.6,0,"Normal",0
2025-10-31 15:10:00,"IIOT_7","Sensor","Modbus",80,1480,0.073,25.6,81.7,77.3,72,9,-58,-1359,3.19,103.2,0,"Normal",0
2025-10-31 15:15:00,"IIOT_1","Sensor","Modbus",13,1275,0.047,36.4,25,75.6,44,8,-67,-205,0.69,80.6,0,"Normal",0
2025-10-31 15:20:00,"IIOT_8","Controller","Modbus",81,2357,0.018,31.4,62.9,66.4,138,2,68,1082,2,89.4,0,"Normal",0
2025-10-31 15:25:00,"IIOT_3","Controller","Modbus",129,1945,0.067,26.4,22.7,71.8,115,4,48,-412,0.86,98.8,0,"Normal",0
2025-10-31 15:30:00,"IIOT_2","Sensor","Modbus",51,2462,0.008,28,71.7,53.8,60,6,-78,517,2.56,85.8,0,"Normal",0
2025-10-31 15:35:00,"IIOT_6","Actuator","HTTP",184,1739,0.097,24.8,57.9,78,122,6,133,-723,2.33,95.8,0,"Data Injection",1
2025-10-31 15:40:00,"IIOT_7","Controller","MQTT",111,1866,0.072,22.3,79.6,34.9,190,7,-73,127,3.57,125,1,"MITM",1
2025-10-31 15:45:00,"IIOT_3","Sensor","HTTP",35,1000,0.069,34.7,49.8,76,61,7,-76,-866,1.44,109.6,0,"Normal",0
2025-10-31 15:50:00,"IIOT_3","Sensor","Modbus",120,2802,0.024,27.4,84.2,55.7,105,2,85,1802,3.07,107.6,0,"Normal",0
2025-10-31 15:55:00,"IIOT_2","Sensor","Modbus",46,2349,0.035,23.4,28.4,65.6,92,3,-74,-453,1.21,114,0,"MITM",1
2025-10-31 16:00:00,"IIOT_5","Sensor","MQTT",123,1064,0.019,22.7,42.9,76.3,120,2,77,-1285,1.89,113.6,0,"Normal",0
2025-10-31 16:05:00,"IIOT_6","Sensor","Modbus",150,2211,0.049,27.1,24.9,45.8,108,2,27,1147,0.92,97.2,0,"Data Injection",1
2025-10-31 16:10:00,"IIOT_9","Controller","Modbus",114,3112,0.057,24.3,33.5,77.2,93,3,-36,901,1.38,103.6,0,"Normal",0
2025-10-31 16:15:00,"IIOT_3","Actuator","Modbus",166,2243,0.096,34.8,53.7,67.5,100,2,52,-869,1.54,102.6,0,"Normal",0
2025-10-31 16:20:00,"IIOT_2","Actuator","Modbus",138,2757,0.093,20,66.8,52.4,193,1,-28,514,3.34,122.8,1,"Normal",0
2025-10-31 16:25:00,"IIOT_6","Controller","MQTT",96,1976,0.031,31.9,34.6,56.5,139,6,-42,-781,1.08,126.6,0,"Normal",0
2025-10-31 16:30:00,"IIOT_10","Controller","MQTT",78,1958,0.017,27.4,86.2,55.1,99,1,-18,-18,3.15,124.8,0,"DoS",1
2025-10-31 16:35:00,"IIOT_1","Sensor","HTTP",156,1144,0.092,34.1,34.9,80.9,36,10,78,-814,1.02,113.4,0,"Normal",0
2025-10-31 16:40:00,"IIOT_5","Sensor","MQTT",127,1815,0.047,32.2,39.9,64.2,110,8,-29,671,1.24,115.4,0,"DoS",1
2025-10-31 16:45:00,"IIOT_4","Actuator","MQTT",87,739,0.002,35.8,41.3,82.9,72,8,-40,-1076,1.15,91.2,0,"Normal",0
2025-10-31 16:50:00,"IIOT_2","Sensor","MQTT",156,2364,0.039,19.3,50.1,78,63,5,69,1625,2.6,76,0,"DoS",1
2025-10-31 16:55:00,"IIOT_3","Sensor","HTTP",145,1146,0.089,38.2,37.1,72.3,101,2,-11,-1218,0.97,76.4,0,"Normal",0
2025-10-31 17:00:00,"IIOT_6","Sensor","Modbus",147,814,0.094,36.1,77.5,43.5,46,10,2,-332,2.15,78.4,0,"MITM",1
2025-10-31 17:05:00,"IIOT_10","Sensor","MQTT",157,3750,0.033,32.7,60.2,45.5,93,9,10,2936,1.84,75,0,"Data Injection",1
2025-10-31 17:10:00,"IIOT_6","Actuator","Modbus",122,2537,0.034,35,89.2,49.5,3,9,-35,-1213,2.55,61.2,0,"MITM",1
2025-10-31 17:15:00,"IIOT_9","Actuator","MQTT",105,2727,0.08,33.9,77.4,73.5,127,9,-17,190,2.28,74,0,"Data Injection",1
2025-10-31 17:20:00,"IIOT_10","Actuator","Modbus",188,2185,0.042,25.9,22.4,35.4,109,5,83,-542,0.86,75.6,0,"Normal",0
2025-10-31 17:25:00,"IIOT_10","Sensor","HTTP",182,1450,0.061,32.9,36.9,64.4,162,2,-6,-735,1.12,98.8,1,"Normal",0
2025-10-31 17:30:00,"IIOT_3","Actuator","Modbus",149,1935,0.067,39,44,31.3,150,5,-33,485,1.13,110.2,0,"Normal",0
2025-10-31 17:35:00,"IIOT_3","Sensor","MQTT",136,829,0.083,27.1,28.3,69,103,5,-13,-1106,1.04,130.2,0,"MITM",1
2025-10-31 17:40:00,"IIOT_6","Actuator","Modbus",147,740,0.007,29.7,22.6,78.3,79,5,11,-89,0.76,120.6,0,"DoS",1
2025-10-31 17:45:00,"IIOT_8","Controller","Modbus",111,2145,0.086,40.1,72.6,54,130,8,-36,1405,1.81,124.8,0,"MITM",1
2025-10-31 17:50:00,"IIOT_1","Sensor","MQTT",154,1754,0.032,25.6,39.7,81.7,121,9,43,-391,1.55,116.6,0,"Data Injection",1
2025-10-31 17:55:00,"IIOT_4","Sensor","HTTP",147,1611,0.097,37.5,39.7,30.2,76,5,-7,-143,1.06,101.8,0,"Normal",0
2025-10-31 18:00:00,"IIOT_1","Sensor","MQTT",153,1128,0.069,29.2,76.8,63.5,73,10,6,-483,2.63,95.8,0,"MITM",1
2025-10-31 18:05:00,"IIOT_2","Sensor","MQTT",46,3035,0.045,38.4,88,71.5,71,3,-107,1907,2.29,94.2,0,"DoS",1
2025-10-31 18:10:00,"IIOT_7","Controller","MQTT",135,1244,0.014,37.7,89.8,81.5,165,9,89,-1791,2.38,101.2,1,"Normal",0
2025-10-31 18:15:00,"IIOT_4","Sensor","HTTP",134,769,0.092,28.4,82.5,65.4,66,10,-1,-475,2.9,90.2,0,"Data Injection",1
2025-10-31 18:20:00,"IIOT_5","Controller","HTTP",112,2203,0.083,28,72.2,46,37,6,-22,1434,2.58,82.4,0,"Normal",0
2025-10-31 18:25:00,"IIOT_7","Controller","HTTP",147,2415,0.039,28.3,63,44.7,58,5,35,212,2.23,79.4,0,"DoS",1
2025-10-31 18:30:00,"IIOT_5","Sensor","MQTT",159,1631,0.061,28.7,37.5,57.4,149,6,12,-784,1.31,95,0,"MITM",1
2025-10-31 18:35:00,"IIOT_4","Controller","Modbus",34,2150,0.064,29.1,68.5,70.2,134,8,-125,519,2.35,88.8,0,"MITM",1
2025-10-31 18:40:00,"IIOT_1","Sensor","MQTT",94,1648,0.05,29.3,47.8,43.8,149,2,60,-502,1.63,105.4,0,"Normal",0
2025-10-31 18:45:00,"IIOT_4","Sensor","HTTP",82,3127,0.086,44.3,37.2,76.1,104,2,-12,1479,0.84,118.8,0,"Normal",0
2025-10-31 18:50:00,"IIOT_7","Actuator","Modbus",16,2221,0.047,28,21.8,36.3,91,7,-66,-906,0.78,125.4,0,"Normal",0
2025-10-31 18:55:00,"IIOT_4","Sensor","MQTT",108,722,0.055,33.7,44.9,39.9,108,9,92,-1499,1.33,117.2,0,"Normal",0
2025-10-31 19:00:00,"IIOT_2","Actuator","Modbus",94,1355,0.063,36.1,89.2,66,93,8,-14,633,2.47,109,0,"Normal",0
2025-10-31 19:05:00,"IIOT_8","Actuator","Modbus",165,2619,0.094,22.7,73.1,33.9,75,1,71,1264,3.22,94.2,0,"Data Injection",1
2025-10-31 19:10:00,"IIOT_2","Controller","Modbus",78,3181,0.019,27.9,48.5,60.6,114,5,-87,562,1.74,96.2,0,"MITM",1
2025-10-31 19:15:00,"IIOT_9","Actuator","MQTT",156,1369,0.044,29.7,60.5,63.3,120,7,78,-1812,2.04,102,0,"Normal",0
2025-10-31 19:20:00,"IIOT_5","Sensor","Modbus",68,2122,0.054,20.1,43.1,31.4,123,9,-88,753,2.14,105,0,"Normal",0
2025-10-31 19:25:00,"IIOT_3","Actuator","MQTT",191,1524,0.037,36.5,75.2,46.3,76,4,123,-598,2.06,101.6,0,"Normal",0
2025-10-31 19:30:00,"IIOT_2","Controller","MQTT",113,3554,0.065,26.8,77.5,45.1,134,4,-78,2030,2.89,113.4,0,"Normal",0
2025-10-31 19:35:00,"IIOT_2","Actuator","MQTT",114,1603,0.008,31.2,28.3,50,82,8,1,-1951,0.91,107,0,"Normal",0
2025-10-31 19:40:00,"IIOT_10","Controller","Modbus",116,2650,0.09,24.4,36.3,36.9,84,7,2,1047,1.49,99.8,0,"Normal",0
2025-10-31 19:45:00,"IIOT_5","Sensor","Modbus",113,1757,0.083,30.8,34,40.4,100,9,-3,-893,1.1,95.2,0,"Data Injection",1
2025-10-31 19:50:00,"IIOT_10","Actuator","Modbus",114,2224,0.021,30.1,86.3,46.9,160,6,1,467,2.87,112,1,"Spoofing",1
2025-10-31 19:55:00,"IIOT_8","Sensor","MQTT",81,1223,0.007,37.1,29.2,60.5,110,4,-33,-1001,0.79,107.2,0,"Normal",0
2025-10-31 20:00:00,"IIOT_1","Sensor","MQTT",69,2000,0.023,34.6,42,55.2,112,3,-12,777,1.21,113.2,0,"MITM",1
2025-10-31 20:05:00,"IIOT_3","Controller","Modbus",71,2366,0.02,32.6,76.1,35.1,148,3,2,366,2.33,126,0,"Normal",0
2025-10-31 20:10:00,"IIOT_8","Controller","HTTP",101,919,0.039,25.2,67.9,38.6,115,3,30,-1447,2.69,129,0,"DoS",1
2025-10-31 20:15:00,"IIOT_9","Sensor","MQTT",131,2789,0.063,31.5,40.1,83.6,109,6,30,1870,1.27,118.8,0,"DoS",1
2025-10-31 20:20:00,"IIOT_5","Actuator","HTTP",88,1882,0.02,41.7,43,61.9,158,2,-43,-907,1.03,128.4,1,"Data Injection",1
2025-10-31 20:25:00,"IIOT_9","Actuator","HTTP",138,857,0.032,30.4,39.7,43.7,93,6,50,-1025,1.31,124.6,0,"Normal",0
2025-10-31 20:30:00,"IIOT_6","Actuator","MQTT",119,2248,0.099,29.1,66.8,49.7,93,6,-19,1391,2.3,113.6,0,"DoS",1
2025-10-31 20:35:00,"IIOT_4","Controller","Modbus",66,2239,0.018,31.3,56.6,42.8,78,5,-53,-9,1.81,106.2,0,"MITM",1
2025-10-31 20:40:00,"IIOT_10","Sensor","MQTT",137,1772,0.046,30.8,27.3,46.7,76,7,71,-467,0.89,99.6,0,"Data Injection",1
2025-10-31 20:45:00,"IIOT_7","Sensor","MQTT",152,1999,0.091,22.1,83.1,38.1,137,8,15,227,3.76,95.4,0,"MITM",1
2025-10-31 20:50:00,"IIOT_4","Sensor","Modbus",50,2709,0.034,35.8,54.2,40.9,109,7,-102,710,1.51,98.6,0,"Normal",0
2025-10-31 20:55:00,"IIOT_2","Actuator","MQTT",155,1444,0.093,26.7,38.8,37.7,40,5,105,-1265,1.45,88,0,"Data Injection",1
2025-10-31 21:00:00,"IIOT_9","Actuator","Modbus",100,2268,0.01,32.9,87.7,81.5,118,2,-55,824,2.67,96,0,"Normal",0
2025-10-31 21:05:00,"IIOT_9","Sensor","MQTT",108,1752,0.011,28.4,77.8,31,61,1,8,-516,2.74,93,0,"Normal",0
2025-10-31 21:10:00,"IIOT_5","Sensor","Modbus",159,666,0.09,37.1,86.4,67.3,131,5,51,-1086,2.33,91.8,0,"DoS",1
2025-10-31 21:15:00,"IIOT_2","Actuator","Modbus",85,2624,0.024,29.7,72.9,67,84,9,-74,1958,2.45,86.8,0,"Normal",0
2025-10-31 21:20:00,"IIOT_6","Sensor","Modbus",207,2203,0.025,32.6,79.4,36.2,97,8,122,-421,2.44,98.2,0,"Spoofing",1
2025-10-31 21:25:00,"IIOT_3","Sensor","Modbus",40,1188,0.084,31.8,35.8,80.6,118,6,-167,-1015,1.13,98.2,0,"MITM",1
2025-10-31 21:30:00,"IIOT_9","Controller","MQTT",120,394,0.024,31.4,70.2,68.3,126,8,80,-794,2.24,111.2,0,"DoS",1
2025-10-31 21:35:00,"IIOT_1","Sensor","MQTT",107,1830,0.057,31.3,78.3,55,151,2,-13,1436,2.5,115.2,1,"MITM",1
2025-10-31 21:40:00,"IIOT_6","Sensor","HTTP",145,2700,0.055,35.3,64.3,33.5,143,1,38,870,1.82,127,0,"Normal",0
2025-10-31 21:45:00,"IIOT_1","Controller","HTTP",114,2728,0.04,26.3,80.8,35.9,99,5,-31,28,3.07,127.4,0,"MITM",1
2025-10-31 21:50:00,"IIOT_9","Sensor","Modbus",85,1321,0.034,30.3,36.9,82.5,108,5,-29,-1407,1.22,125.4,0,"DoS",1
2025-10-31 21:55:00,"IIOT_10","Controller","Modbus",169,1882,0.076,29.9,80.9,74.7,72,8,84,561,2.71,114.6,0,"DoS",1
2025-10-31 22:00:00,"IIOT_4","Actuator","HTTP",147,979,0.042,26.6,23.6,64.2,104,6,-22,-903,0.89,105.2,0,"Normal",0
2025-10-31 22:05:00,"IIOT_7","Sensor","Modbus",140,2204,0.089,26.1,58.9,78.1,63,2,-7,1225,2.26,89.2,0,"Spoofing",1
2025-10-31 22:10:00,"IIOT_5","Actuator","MQTT",122,2630,0.099,27.7,58.6,57.8,118,2,-18,426,2.12,93,0,"Normal",0
2025-10-31 22:15:00,"IIOT_5","Actuator","MQTT",125,2887,0.089,33,26.2,75.1,138,3,3,257,0.79,99,0,"DoS",1
2025-10-31 22:20:00,"IIOT_7","Sensor","HTTP",121,2912,0.016,32.3,27.7,79.2,95,7,-4,25,0.86,103.6,0,"Normal",0
2025-10-31 22:25:00,"IIOT_2","Controller","MQTT",95,1823,0.031,24.4,59.8,80.8,93,7,-26,-1089,2.45,101.4,0,"Normal",0
2025-10-31 22:30:00,"IIOT_4","Actuator","Modbus",148,1969,0.034,33.1,33.3,75.9,117,7,53,146,1.01,112.2,0,"Normal",0
2025-10-31 22:35:00,"IIOT_10","Sensor","HTTP",109,2301,0.059,30,40.5,34.4,0,7,-39,332,1.35,88.6,0,"Normal",0
2025-10-31 22:40:00,"IIOT_1","Sensor","MQTT",75,1518,0.034,28.3,66.9,45.5,148,3,-34,-783,2.36,90.6,0,"Normal",0
2025-10-31 22:45:00,"IIOT_2","Actuator","HTTP",143,2261,0.022,29,58.6,41.8,64,8,68,743,2.02,84.4,0,"Normal",0
2025-10-31 22:50:00,"IIOT_1","Sensor","HTTP",98,2852,0.029,31.1,29.7,71,163,6,-45,591,0.95,98.4,1,"Data Injection",1
2025-10-31 22:55:00,"IIOT_7","Actuator","Modbus",136,531,0.032,30.8,51,81.2,88,5,38,-2321,1.66,92.6,0,"DoS",1
2025-10-31 23:00:00,"IIOT_3","Actuator","Modbus",142,2483,0.092,35.1,85.9,42.7,13,9,6,1952,2.45,95.2,0,"Spoofing",1
2025-10-31 23:05:00,"IIOT_8","Sensor","MQTT",107,1314,0.017,29.9,53.4,56.9,83,4,-35,-1169,1.79,82.2,0,"Normal",0
2025-10-31 23:10:00,"IIOT_10","Controller","Modbus",144,2877,0.008,35.7,31.8,48.5,94,1,37,1563,0.89,88.2,0,"Normal",0
2025-10-31 23:15:00,"IIOT_9","Actuator","MQTT",116,2552,0.018,33.4,81.6,49.5,104,9,-28,-325,2.44,76.4,0,"DoS",1
2025-10-31 23:20:00,"IIOT_6","Sensor","MQTT",117,2482,0.095,34.8,49.4,76.2,141,3,1,-70,1.42,87,0,"Normal",0
2025-10-31 23:25:00,"IIOT_4","Sensor","MQTT",116,2166,0.061,32.9,88.8,60.4,77,8,-1,-316,2.7,99.8,0,"Normal",0
2025-10-31 23:30:00,"IIOT_2","Sensor","Modbus",133,1763,0.038,25,24.3,80,80,8,17,-403,0.97,99.2,0,"MITM",1
2025-10-31 23:35:00,"IIOT_7","Actuator","MQTT",81,2690,0.039,35.3,62.6,84.1,99,7,-52,927,1.77,100.2,0,"MITM",1
2025-10-31 23:40:00,"IIOT_7","Sensor","Modbus",169,1895,0.044,25.5,61.5,42.9,212,8,88,-795,2.41,121.8,1,"Normal",0
2025-10-31 23:45:00,"IIOT_2","Sensor","HTTP",135,2289,0.004,30.6,78.3,30.4,96,2,-34,394,2.56,112.8,0,"DoS",1
2025-10-31 23:50:00,"IIOT_3","Actuator","Modbus",93,2823,0.068,21.2,42.6,67.6,121,7,-42,534,2.01,121.6,0,"Normal",0
2025-10-31 23:55:00,"IIOT_3","Sensor","HTTP",32,2780,0.009,25.6,87.7,66.4,125,3,-61,-43,3.43,130.6,0,"DoS",1
2025-11-01,"IIOT_7","Sensor","HTTP",70,2909,0.03,31.6,37.4,66.4,147,2,38,129,1.18,140.2,0,"MITM",1
2025-11-01 00:05:00,"IIOT_6","Controller","Modbus",112,2468,0.03,38.8,60.5,53.8,95,4,42,-441,1.56,116.8,0,"Normal",0
2025-11-01 00:10:00,"IIOT_9","Controller","Modbus",177,2211,0.065,30.5,51.7,59.1,99,4,65,-257,1.7,117.4,0,"Normal",0
2025-11-01 00:15:00,"IIOT_2","Actuator","HTTP",107,895,0.095,30.7,78.7,49.5,86,3,-70,-1316,2.56,110.4,0,"Normal",0
2025-11-01 00:20:00,"IIOT_5","Actuator","Modbus",91,2949,0.099,28.2,45.3,79.5,132,2,-16,2054,1.61,111.8,0,"DoS",1
2025-11-01 00:25:00,"IIOT_6","Sensor","HTTP",100,1679,0.075,33.1,88.4,73.8,15,10,9,-1270,2.67,85.4,0,"Data Injection",1
2025-11-01 00:30:00,"IIOT_9","Sensor","MQTT",160,2574,0.049,28.1,26.3,44,79,6,60,895,0.94,82.2,0,"Normal",0
2025-11-01 00:35:00,"IIOT_10","Actuator","MQTT",60,2038,0.023,26,83.3,73.9,168,1,-100,-536,3.2,96,1,"Normal",0
2025-11-01 00:40:00,"IIOT_7","Actuator","HTTP",90,1998,0.084,33,40.6,84.4,94,10,30,-40,1.23,97.6,0,"Normal",0
2025-11-01 00:45:00,"IIOT_8","Controller","Modbus",99,2062,0.048,28.6,88.4,77.9,68,2,9,64,3.09,84.8,0,"Normal",0
2025-11-01 00:50:00,"IIOT_1","Sensor","MQTT",44,2564,0.1,34,42.5,81.8,85,10,-55,502,1.25,98.8,0,"Normal",0
2025-11-01 00:55:00,"IIOT_1","Actuator","HTTP",188,2826,0.01,32.2,34.9,49.7,128,8,144,262,1.08,108.6,0,"Spoofing",1
2025-11-01 01:00:00,"IIOT_9","Sensor","HTTP",165,988,0.036,33.3,64.4,59.4,87,10,-23,-1838,1.93,92.4,0,"Normal",0
2025-11-01 01:05:00,"IIOT_6","Sensor","Modbus",156,1847,0.004,24.6,56.5,84.2,198,6,-9,859,2.3,113.2,1,"Normal",0
2025-11-01 01:10:00,"IIOT_5","Sensor","MQTT",196,1750,0.089,24.8,39.5,42.9,134,4,40,-97,1.59,126.4,0,"Normal",0
2025-11-01 01:15:00,"IIOT_5","Sensor","HTTP",106,2161,0.034,19.4,39,84.8,91,1,-90,411,2.01,127.6,0,"Normal",0
2025-11-01 01:20:00,"IIOT_7","Actuator","Modbus",81,2321,0.04,31.3,81.5,58.8,88,5,-25,160,2.6,119.6,0,"Normal",0
2025-11-01 01:25:00,"IIOT_5","Actuator","MQTT",71,2337,0.022,33.7,20.9,44.2,135,5,-10,16,0.62,129.2,0,"Normal",0
2025-11-01 01:30:00,"IIOT_10","Actuator","Modbus",125,2781,0.083,25.7,70.4,65.1,133,9,54,444,2.74,116.2,0,"MITM",1
2025-11-01 01:35:00,"IIOT_10","Sensor","Modbus",225,794,0.015,27.7,78.3,66.7,130,4,100,-1987,2.83,115.4,0,"DoS",1
2025-11-01 01:40:00,"IIOT_10","Actuator","MQTT",120,550,0.032,41.5,89.1,64.3,122,3,-105,-244,2.15,121.6,0,"Normal",0
2025-11-01 01:45:00,"IIOT_5","Actuator","Modbus",90,2246,0.081,32.7,44.8,42.8,143,5,-30,1696,1.37,132.6,0,"Spoofing",1
2025-11-01 01:50:00,"IIOT_9","Sensor","HTTP",155,760,0.099,27.7,40.9,46.5,74,7,65,-1486,1.48,120.4,0,"Normal",0
2025-11-01 01:55:00,"IIOT_9","Actuator","HTTP",117,732,0.007,36,75.4,54.9,87,2,-38,-28,2.09,111.2,0,"Data Injection",1
2025-11-01 02:00:00,"IIOT_3","Controller","HTTP",186,2537,0.067,26.9,28.8,52.9,33,6,69,1805,1.07,91.8,0,"Normal",0
2025-11-01 02:05:00,"IIOT_2","Sensor","Modbus",128,2836,0.002,23.6,86.9,46.3,141,3,-58,299,3.68,95.6,0,"Spoofing",1
2025-11-01 02:10:00,"IIOT_4","Sensor","Modbus",176,2170,0.014,28.6,80.4,46.2,100,6,48,-666,2.81,87,0,"Normal",0
2025-11-01 02:15:00,"IIOT_7","Actuator","MQTT",95,2235,0.019,29.9,43.3,83.6,117,9,-81,65,1.45,95.6,0,"Normal",0
2025-11-01 02:20:00,"IIOT_8","Actuator","MQTT",100,2097,0.088,24,78.1,59.9,65,3,5,-138,3.25,91.2,0,"DoS",1
2025-11-01 02:25:00,"IIOT_3","Actuator","MQTT",153,2747,0.022,33.7,35.4,51.5,124,8,53,650,1.05,109.4,0,"Spoofing",1
2025-11-01 02:30:00,"IIOT_1","Sensor","Modbus",143,1432,0.023,25.5,58.2,54.1,126,5,-10,-1315,2.28,106.4,0,"Data Injection",1
2025-11-01 02:35:00,"IIOT_9","Controller","Modbus",124,3156,0.054,38.9,36.8,64.7,54,9,-19,1724,0.95,97.2,0,"Normal",0
2025-11-01 02:40:00,"IIOT_5","Sensor","MQTT",189,2346,0.053,35.4,48.3,31.7,102,8,65,-810,1.36,94.2,0,"Normal",0
2025-11-01 02:45:00,"IIOT_1","Actuator","Modbus",106,1213,0.093,30.6,21.1,42.8,89,9,-83,-1133,0.69,99,0,"Normal",0
2025-11-01 02:50:00,"IIOT_3","Sensor","Modbus",88,2433,0.032,37.3,45.4,38.4,75,8,-18,1220,1.22,89.2,0,"Normal",0
2025-11-01 02:55:00,"IIOT_2","Sensor","Modbus",37,892,0.091,34.3,83.9,47.6,110,5,-51,-1541,2.45,86,0,"Normal",0
2025-11-01 03:00:00,"IIOT_4","Sensor","HTTP",163,1503,0.076,31.9,62,70.4,209,10,126,611,1.94,117,1,"Normal",0
2025-11-01 03:05:00,"IIOT_8","Sensor","HTTP",124,1012,0.1,30.4,31.8,52.3,132,3,-39,-491,1.05,123,0,"DoS",1
2025-11-01 03:10:00,"IIOT_7","Actuator","MQTT",62,1520,0.03,32.8,58.5,62.9,98,8,-62,508,1.78,124.8,0,"Spoofing",1
2025-11-01 03:15:00,"IIOT_3","Sensor","HTTP",183,2678,0.097,26.3,48,35.6,75,8,121,1158,1.83,124.8,0,"Normal",0
2025-11-01 03:20:00,"IIOT_9","Controller","Modbus",93,1250,0.044,28.3,26.5,67.4,116,3,-90,-1428,0.94,126,0,"Normal",0
2025-11-01 03:25:00,"IIOT_10","Actuator","Modbus",172,3108,0.055,27.8,46.9,51,79,5,79,1858,1.69,100,0,"Normal",0
2025-11-01 03:30:00,"IIOT_2","Controller","Modbus",206,1781,0.027,33,76.8,33.9,128,1,34,-1327,2.33,99.2,0,"Normal",0
2025-11-01 03:35:00,"IIOT_7","Sensor","Modbus",112,737,0.054,33.4,48.9,76.3,90,7,-94,-1044,1.46,97.6,0,"Normal",0
2025-11-01 03:40:00,"IIOT_5","Actuator","HTTP",165,3237,0.098,35.2,39.8,31.1,139,9,53,2500,1.13,110.4,0,"Normal",0
2025-11-01 03:45:00,"IIOT_7","Controller","HTTP",70,2188,0.051,30.1,61.8,49.5,88,2,-95,-1049,2.05,104.8,0,"Normal",0
2025-11-01 03:50:00,"IIOT_10","Controller","Modbus",33,2602,0.069,26.3,75.1,59.5,83,5,-37,414,2.86,105.6,0,"DoS",1
2025-11-01 03:55:00,"IIOT_6","Sensor","Modbus",97,1250,0.067,30.8,21.1,34.1,152,2,64,-1352,0.69,110.4,1,"Normal",0
2025-11-01 04:00:00,"IIOT_6","Controller","MQTT",130,582,0.002,30.6,27.3,48.9,107,8,33,-668,0.89,113.8,0,"Normal",0
2025-11-01 04:05:00,"IIOT_3","Sensor","MQTT",104,1419,0.035,32.1,48.9,55.2,119,9,-26,837,1.52,109.8,0,"Spoofing",1
